Event,Details,Gender,Day,Date,Start Time,End Time,Duration,Venue,Lat,Lon
Equestrian - Dressage,"Dressage: MEN + WOMEN -Individual Dressage: grand prix freestyle, victory ceremony",Women,Thur,09 Aug,12:30,16:30,4:00,"Greenwich Park, London",,
Equestrian - Eventing,Individual & Team Eventing: cross-country,Men & Women,Mon,30 Jul,12:30,17:30,5:00,"Greenwich, London",,
Equestrian - Eventing,"Individual & Team Eventing: dressage, day 1",Men & Women,Sat,28 Jul,10:00,16:15,6:15,"Greenwich, London",,
Equestrian - Eventing,"Individual & Team Eventing: dressage, day 2",Men & Women,Sun,29 Jul,10:00,16:15,6:15,"Greenwich, London",,
Equestrian - Eventing,"Individual Eventing: jumping, victory ceremony",Men & Women,Tue,31 Jul,10:30,16:00,5:30,"Greenwich, London",,
Equestrian - Eventing,"Team Eventing: jumping, victory ceremony",Men & Women,Tue,31 Jul,10:30,16:00,5:30,"Greenwich, London",,
Equestrian - Jumping,Individual Jumping: 1st qualifier,Men & Women,Sat,04 Aug,10:30,14:15,3:45,"Greenwich, London",,
Equestrian - Jumping,Team Jumping: qualifier for round 1,Men & Women,Sat,04 Aug,10:30,14:15,3:45,"Greenwich, London",,
Equestrian - Jumping,"Individual Jumping: final rounds, victory ceremony",Men & Women,Wed,08 Aug,12:00,16:35,4:35,"Greenwich, London",,
Equestrian - Jumping,Team Jumping: round 1,Men & Women,Sun,05 Aug,11:00,14:30,3:30,"Greenwich, London",,
Equestrian - Jumping,"Team Jumping: round 2, victory ceremony",Men & Women,Mon,06 Aug,14:00,17:30,3:30,"Greenwich, London",,
Fencing,"Individual Epee: round of 32, round of 16, quarter-finals",Men,Wed,01 Aug,9:00,10:00,1:00,"ExCel, Docklands, London",,
Fencing,"Individual Sabre: round of 32, round of 16, quarter-finals",Women,Wed,01 Aug,9:00,10:00,1:00,"ExCel, Docklands, London",,
Fencing,"Individual Epee: semi-finals, bronze medal match, gold medal match, victory ceremony",Men,Wed,01 Aug,17:30,21:20,3:50,"ExCel, Docklands, London",,
Fencing,"Individual Sabre: semi-finals, bronze medal match, gold medal match, victory ceremony",Women,Wed,01 Aug,17:30,21:20,3:50,"ExCel, Docklands, London",,
Fencing,"Individual Foil: round of 64, round of 32, round of 16, quarter-finals",Men,Tue,31 Jul,10:30,15:30,5:00,"ExCel, Docklands, London",,
Fencing,"Individual Foil: semi-finals, bronze medal match, gold medal match, victory ceremony",Men,Tue,31 Jul,18:00,20:30,2:30,"ExCel, Docklands, London",,
Fencing,"Individual Sabre: round of 64, round of 32, round of 16, quarter-finals",Men,Sun,29 Jul,10:30,14:00,3:30,"ExCel, Docklands, London",,
Fencing,"Individual Sabre: semi-finals, bronze medal match, gold medal match, victory ceremony",Men,Sun,29 Jul,18:00,19:50,1:50,"ExCel, Docklands, London",,
Fencing,"Team Foil: round of 16, quarter-finals, classifications (5th-8th places), semi-finals",Men,Sun,05 Aug,9:00,16:30,7:30,"ExCel, Docklands, London",,
Fencing,"Team Sabre: bronze medal match, gold medal match, victory ceremony",Men,Fri,03 Aug,18:00,19:50,1:50,"ExCel, Docklands, London",,
Fencing,"Team Sabre: round of 16, quarter-finals, classifications (5th-8th places), semi-finals",Men,Fri,03 Aug,10:30,15:30,5:00,"ExCel, Docklands, London",,
Fencing,"Team Foil: bronze medal match, gold medal match, victory ceremony",Men,Sun,05 Aug,18:00,20:50,2:50,"ExCel, Docklands, London",,
Fencing,"Individual Epee: round of 64, round of 32, round of 16, quarter-finals",Women,Mon,30 Jul,10:30,15:30,5:00,"ExCel, Docklands, London",,
Fencing,"Individual Epee: semi-finals, bronze medal match, gold medal match, victory ceremony",Women,Mon,30 Jul,18:00,20:30,2:30,"ExCel, Docklands, London",,
Fencing,"Individual Foil: round of 64, round of 32, round of 16, quarter-finals",Women,Sat,28 Jul,10:30,15:30,5:00,"ExCel, Docklands, London",,
Fencing,"Individual Foil: semi-finals, bronze medal match, gold medal match, victory ceremony",Women,Sat,28 Jul,18:00,20:30,2:30,"ExCel, Docklands, London",,
Fencing,"Team Epee: bronze medal match, gold medal match, victory ceremony",Women,Sat,04 Aug,18:00,20:50,2:50,"ExCel, Docklands, London",,
Fencing,"Team Epee: round of 16, quarter-finals, classifications (5th-8th places), semi-finals",Women,Sat,04 Aug,9:00,16:30,7:30,"ExCel, Docklands, London",,
Fencing,"Team Foil: bronze medal match, gold medal match, victory ceremony",Women,Thur,02 Aug,18:00,20:50,2:50,"ExCel, Docklands, London",,
Fencing,"Team Foil: round of 16, quarter-finals, classifications (5th-8th places), semi-finals",Women,Thur,02 Aug,9:00,16:30,7:30,"ExCel, Docklands, London",,
Football,Preliminaries (2 matches),Men,Sun,29 Jul,17:00,21:45,4:45,"St James' Park, Newcastle",,
Football,Quarter-final,Men,Sat,04 Aug,12:00,14:00,2:00,"Old Trafford, Manchester ",,
Football,Quarter-final,Men,Sat,04 Aug,14:30,16:30,2:00,"Wembley Stadium, London ",,
Football,Quarter-final,Men,Sat,04 Aug,17:00,19:00,2:00,"St James' Park, Newcastle ",,
Football,Quarter-final,Men,Sat,04 Aug,19:30,21:30,2:00,"Millennium Stadium, Cardiff ",,
Football,Bronze medal match,Men,Fri,10 Aug,19:45,21:45,2:00,"Millennium Stadium, Cardiff ",,
Football,"Gold medal match, victory ceremony",Men,Sat,11 Aug,15:00,17:30,2:30,"Wembley Stadium, London ",,
Football,Preliminaries (1 match),Men,Thur,26 Jul,19:45,21:45,2:00,"Millennium Stadium, Cardiff ",,
Football,Preliminaries (1 match),Men,Thur,26 Jul,19:45,21:45,2:00,"City of Coventry Stadium, Coventry ",,
Football,Preliminaries (1 match),Men,Wed,01 Aug,14:30,16:30,2:00,"St James' Park, Newcastle ",,
Football,Preliminaries (1 match),Men,Wed,01 Aug,14:30,16:30,2:00,"Hampden Park, Glasgow ",,
Football,Preliminaries (1 match),Men,Wed,01 Aug,17:00,19:00,2:00,"Old Trafford, Manchester ",,
Football,Preliminaries (1 match),Men,Wed,01 Aug,17:00,19:00,2:00,"Wembley Stadium, London ",,
Football,Preliminaries (2 matches),Men,Thur,26 Jul,12:00,16:45,4:45,"Hampden Park, Glasgow ",,
Football,Preliminaries (2 matches),Men,Thur,26 Jul,14:30,19:15,4:45,"St James' Park, Newcastle ",,
Football,Preliminaries (2 matches),Men,Thur,26 Jul,17:00,21:45,4:45,"Old Trafford, Manchester ",,
Football,Preliminaries (2 matches),Men,Sun,29 Jul,12:00,16:45,4:45,"Old Trafford, Manchester ",,
Football,Preliminaries (2 matches),Men,Sun,29 Jul,14:30,19:15,4:45,"City of Coventry Stadium, Coventry ",,
Football,Preliminaries (2 matches),Men,Sun,29 Jul,17:00,21:45,4:45,"Wembley Stadium, London ",,
Football,Preliminaries (2 matches),Men,Wed,01 Aug,17:00,21:45,4:45,"City of Coventry Stadium, Coventry",,
Football,Preliminaries (2 matches),Men,Wed,01 Aug,17:00,21:45,4:45,"Millennium Stadium, Cardiff ",,
Football,Semi-final,Men,Tue,07 Aug,17:00,19:00,2:00,"Wembley Stadium, London ",,
Football,Semi-final,Men,Tue,07 Aug,19:45,21:45,2:00,"Old Trafford, Manchester ",,
Football,Preliminaries (1 match),Women,Tue,31 Jul,14:30,16:30,2:00,"Millennium Stadium, Cardiff",,
Football,Preliminaries (1 match),Women,Tue,31 Jul,17:15,19:15,2:00,"Old Trafford, Manchester ",,
Football,Preliminaries (1 match),Women,Tue,31 Jul,19:45,21:45,2:00,"City of Coventry Stadium, Coventry ",,
Football,Preliminaries (1 match),Women,Tue,31 Jul,19:45,21:45,2:00,"Wembley Stadium, London ",,
Football,Preliminaries (2 matches),Women,Tue,31 Jul,14:30,19:15,4:45,"St James' Park, Newcastle ",,
Football,Quarter-final,Women,Fri,03 Aug,12:00,14:00,2:00,"Hampden Park, Glasgow ",,
Football,Quarter-final,Women,Fri,03 Aug,14:30,16:30,2:00,"St James' Park, Newcastle ",,
Football,Quarter-final,Women,Fri,03 Aug,17:00,19:00,2:00,"Millennium Stadium, Cardiff ",,
Football,Quarter-final,Women,Fri,03 Aug,19:30,21:30,2:00,"City of Coventry Stadium, Coventry ",,
Football,Semi-final,Women,Mon,06 Aug,19:45,21:45,2:00,"Old Trafford, Manchester ",,
Football,Bronze medal match,Women,Thur,09 Aug,13:00,15:00,2:00,"City of Coventry Stadium, Coventry",,
Football,"Gold medal match, victory ceremony",Women,Thur,09 Aug,19:45,22:15,2:30,"Wembley Stadium, London ",,
Football,Preliminaries (2 matches),Women,Wed,25 Jul,16:00,20:45,4:45,"Millennium Stadium, Cardiff",,
Football,Preliminaries (2 matches),Women,Wed,25 Jul,17:00,21:45,4:45,"City of Coventry Stadium, Coventry ",,
Football,Preliminaries (2 matches),Women,Wed,25 Jul,17:00,21:45,4:45,"Hampden Park, Glasgow ",,
Football,Preliminaries (2 matches),Women,Sat,28 Jul,12:00,16:45,4:45,"City of Coventry Stadium, Coventry ",,
Football,Preliminaries (2 matches),Women,Sat,28 Jul,14:30,19:15,4:45,"Millennium Stadium, Cardiff ",,
Football,Preliminaries (2 matches),Women,Sat,28 Jul,17:00,21:45,4:45,"Hampden Park, Glasgow ",,
Football,Semi-final,Women,Mon,06 Aug,17:00,19:00,2:00,"Wembley Stadium, London ",,
Gymnastics (Trampoline),"Qualification, final, victory ceremony",Men,Fri,03 Aug,14:00,16:15,2:15,"North Greenwich Arena, London",,
Gymnastics (Trampoline),"Qualification, final, victory ceremony",Women,Sat,04 Aug,14:00,16:15,2:15,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Floor Exercise: final, victory ceremony",Men,Sun,05 Aug,14:00,16:15,2:15,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Pommel Horse: final, victory ceremony",Men,Sun,05 Aug,14:00,16:15,2:15,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Vault: final, victory ceremony",Women,Sun,05 Aug,14:00,16:15,2:15,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Horizontal Bar: final, victory ceremony",Men,Tue,07 Aug,14:00,17:05,3:05,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Parallel Bars: final, victory ceremony",Men,Tue,07 Aug,14:00,17:05,3:05,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Balance Beam: final, victory ceremony",Women,Tue,07 Aug,14:00,17:05,3:05,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Floor Exercise: final, victory ceremony",Women,Tue,07 Aug,14:00,17:05,3:05,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Individual All-Around: final, victory ceremony",Men,Wed,01 Aug,16:30,19:35,3:05,"North Greenwich Arena, London",,
Gymnastics (Artistic),Qualification,Men,Sat,28 Jul,11:00,13:10,2:10,"North Greenwich Arena, London",,
Gymnastics (Artistic),Qualification,Men,Sat,28 Jul,15:30,17:40,2:10,"North Greenwich Arena, London",,
Gymnastics (Artistic),Qualification,Men,Sat,28 Jul,20:00,22:10,2:10,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Rings: final, victory ceremony",Men,Mon,06 Aug,14:00,16:20,2:20,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Vault: final, victory ceremony",Men,Mon,06 Aug,14:00,16:20,2:20,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Uneven Bars: final, victory ceremony",Women,Mon,06 Aug,14:00,16:20,2:20,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Team: final, victory ceremony",Men,Mon,30 Jul,16:30,19:30,3:00,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Individual All-Around: final, victory ceremony",Women,Thur,02 Aug,16:30,18:30,2:00,"North Greenwich Arena, London",,
Gymnastics (Artistic),Qualification,Women,Sun,29 Jul,9:30,10:30,1:00,"North Greenwich Arena, London",,
Gymnastics (Artistic),Qualification,Women,Sun,29 Jul,14:45,18:00,3:15,"North Greenwich Arena, London",,
Gymnastics (Artistic),Qualification,Women,Sun,29 Jul,20:00,21:30,1:30,"North Greenwich Arena, London",,
Gymnastics (Artistic),"Team: final, victory ceremony",Women,Tue,31 Jul,16:30,18:40,2:10,"North Greenwich Arena, London",,
Gymnastics (Rhythmic),"Individual All-Around: final, victory ceremony",Women,Sat,11 Aug,13:30,16:05,2:35,"North Greenwich Arena, London",,
Gymnastics (Rhythmic),"Individual All-Around: qualification, rotations 1 & 2",Women,Thur,09 Aug,12:00,16:10,4:10,"North Greenwich Arena, London",,
Gymnastics (Rhythmic),"Group All-Around: qualification, rotation 1",Women,Thur,09 Aug,12:00,16:10,4:10,"North Greenwich Arena, London",,
Gymnastics (Rhythmic),"Individual All-Around: qualification, rotations 3 & 4",Women,Fri,10 Aug,12:00,16:10,4:10,"North Greenwich Arena, London",,
Gymnastics (Rhythmic),"Group All-Around: qualification, rotation 2",Women,Fri,10 Aug,12:00,16:10,4:10,"North Greenwich Arena, London",,
Gymnastics (Rhythmic),"Group All-Around: final, victory ceremony",Women,Sun,12 Aug,13:30,15:10,1:40,"North Greenwich Arena, London",,
Handball,bronze medal match,Men,Sun,12 Aug,11:00,13:00,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,gold medal match,Men,Sun,12 Aug,15:00,17:30,2:30,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Sun,29 Jul,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Sun,29 Jul,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Sun,29 Jul,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Tue,31 Jul,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Tue,31 Jul,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Tue,31 Jul,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Thur,02 Aug,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Thur,02 Aug,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Thur,02 Aug,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Sat,04 Aug,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Sat,04 Aug,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Sat,04 Aug,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Mon,06 Aug,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Mon,06 Aug,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Men,Mon,06 Aug,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Men,Wed,08 Aug,11:00,13:00,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Men,Wed,08 Aug,14:30,16:30,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Men,Wed,08 Aug,18:00,20:00,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Men,Wed,08 Aug,21:30,23:30,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,Semi-final,Men,Fri,10 Aug,17:00,19:00,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,Semi-final,Men,Fri,10 Aug,20:30,22:30,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,bronze medal match,Women,Sat,11 Aug,17:00,19:00,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,gold medal match,Women,Sat,11 Aug,20:30,23:00,2:30,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Sat,28 Jul,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Sat,28 Jul,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Sat,28 Jul,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Mon,30 Jul,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Mon,30 Jul,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Mon,30 Jul,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Wed,01 Aug,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Wed,01 Aug,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Wed,01 Aug,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Fri,03 Aug,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Fri,03 Aug,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Fri,03 Aug,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Sun,05 Aug,9:30,12:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Sun,05 Aug,14:30,17:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,preliminaries (2 matches),Women,Sun,05 Aug,19:30,22:45,3:15,"Handball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Women,Tue,07 Aug,10:00,12:00,2:00,"Handball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Women,Tue,07 Aug,13:30,15:30,2:00,"Handball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Women,Tue,07 Aug,17:00,19:00,2:00,"Handball Arena, Olympic Park, Stratford, London",,
Handball,quarter-final,Women,Tue,07 Aug,20:30,22:30,2:00,"Handball Arena, Olympic Park, Stratford, London",,
Handball,Semi-final,Women,Thur,09 Aug,17:00,19:00,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Handball,Semi-final,Women,Thur,09 Aug,20:30,22:30,2:00,"Basketball Arena, Olympic Park, Stratford, London",,
Hockey,"Gold medal match, victory ceremony",Men,Sat,11 Aug,20:00,22:30,2:30,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Bronze medal match,Men,Sat,11 Aug,15:30,17:30,2:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Classifications (5th-6th & 11th-12th places),Men,Sat,11 Aug,8:30,13:30,5:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Classifications (7th-8th & 9th-10th places),Men,Thur,09 Aug,8:30,13:30,5:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Mon,30 Jul,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Mon,30 Jul,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Mon,30 Jul,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Wed,01 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Wed,01 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Wed,01 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Fri,03 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Fri,03 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Fri,03 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Sun,05 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Sun,05 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Sun,05 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Tue,07 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Tue,07 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Men,Tue,07 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Semi-final,Men,Thur,09 Aug,15:30,17:30,2:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Semi-final,Men,Thur,09 Aug,20:00,22:00,2:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Classifications (5th-6th & 11th-12th places),Women,Fri,10 Aug,8:30,13:30,5:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Classifications (7th-8th & 9th-10th places),Women,Wed,08 Aug,8:30,13:30,5:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,"Gold medal match, victory ceremony",Women,Fri,10 Aug,20:00,22:30,2:30,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Sun,29 Jul,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Sun,29 Jul,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Sun,29 Jul,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Tue,31 Jul,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Tue,31 Jul,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Tue,31 Jul,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Thur,02 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Thur,02 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Thur,02 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Sat,04 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Sat,04 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Sat,04 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Mon,06 Aug,8:30,12:15,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Mon,06 Aug,13:45,17:30,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Preliminaries (2 matches),Women,Mon,06 Aug,19:00,22:45,3:45,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Semi-final,Women,Wed,08 Aug,15:30,17:30,2:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Semi-final,Women,Wed,08 Aug,20:00,22:00,2:00,"Hockey Centre, Olympic Park, Stratford, London",,
Hockey,Bronze medal match,Women,Fri,10 Aug,15:30,17:30,2:00,"Hockey Centre, Olympic Park, Stratford, London",,
Judo,"100kg: elimination rounds, quarter-finals",Men,Thur,02 Aug,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"78kg: elimination rounds, quarter-finals",Women,Thur,02 Aug,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"100kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Men,Thur,02 Aug,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"78kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Women,Thur,02 Aug,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"60 kg: elimination rounds, quarter-finals",Men,Sat,28 Jul,9:30,12:30,3:00,"ExCel, Docklands, London",,
Judo,"48kg: elimination rounds, quarter-finals",Women,Sat,28 Jul,9:30,12:30,3:00,"ExCel, Docklands, London",,
Judo,"60 kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Men,Sat,28 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"48kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Women,Sat,28 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"66kg: elimination rounds, quarter-finals",Men,Sun,29 Jul,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"52kg: elimination rounds, quarter-finals",Women,Sun,29 Jul,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"66kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Men,Sun,29 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"52kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Women,Sun,29 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"73kg: elimination rounds, quarter-finals",Men,Mon,30 Jul,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"57kg: elimination rounds, quarter-finals",Women,Mon,30 Jul,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"73kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Men,Mon,30 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"57kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Women,Mon,30 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"81kg: elimination rounds, quarter-finals",Men,Tue,31 Jul,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"63kg: elimination rounds, quarter-finals",Women,Tue,31 Jul,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"81kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Men,Tue,31 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"63kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Women,Tue,31 Jul,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"90kg: elimination rounds, quarter-finals",Men,Wed,01 Aug,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"70kg: elimination rounds, quarter-finals",Women,Wed,01 Aug,9:30,10:30,1:00,"ExCel, Docklands, London",,
Judo,"90kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Men,Wed,01 Aug,14:00,16:30,2:30,"ExCel, Docklands, London",,
Judo,"70kg: repechages, semi-final contests, bronze medal contests, gold medal contest, victory ceremony",Women,Wed,01 Aug,14:00,16:30,2:30,"ExCel, Docklands, London",,
